SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Mon May 11 14:15:37 CEST 2020
User: ma3468an-s
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G47824
Integration Time (usec): 100000 (USB2G47824)
Spectra Averaged: 1 (USB2G47824)
Boxcar Smoothing: 0 (USB2G47824)
Correct for Electrical Dark: No (USB2G47824)
Strobe/Lamp Enabled: No (USB2G47824)
Correct for Detector Non-linearity: No (USB2G47824)
Correct for Stray Light: No (USB2G47824)
Number of Pixels in Processed Spectrum: 651
>>>>>Begin Processed Spectral Data<<<<<
854,00	181,76
855,00	183,96
856,00	176,36
857,00	183,23
858,00	183,86
859,00	182,90
860,00	177,05
861,00	182,22
862,00	178,79
863,00	184,14
864,00	179,50
865,00	177,05
866,00	181,75
867,00	179,16
868,00	185,76
869,00	182,89
870,00	180,24
871,00	180,30
872,00	176,50
873,00	176,35
874,00	181,84
875,00	176,00
876,00	172,53
877,00	174,51
878,00	179,99
879,00	179,45
880,00	178,16
881,00	177,18
882,00	180,93
883,00	178,78
884,00	184,19
885,00	178,15
886,00	179,95
887,00	177,30
888,00	178,92
889,00	180,71
890,00	179,03
891,00	176,33
892,00	178,47
893,00	182,72
894,00	185,08
895,00	176,18
896,00	177,88
897,00	181,29
898,00	181,78
899,00	177,18
900,00	178,13
901,00	178,98
902,00	179,30
903,00	178,48
904,00	180,89
905,00	169,65
906,00	170,35
907,00	178,81
908,00	181,93
909,00	177,01
910,00	181,74
911,00	178,35
912,00	177,82
913,00	175,75
914,00	176,98
915,00	177,83
916,00	170,88
917,00	186,87
918,00	181,09
919,00	182,68
920,00	183,86
921,00	181,03
922,00	180,31
923,00	182,98
924,00	176,93
925,00	176,72
926,00	179,44
927,00	180,01
928,00	181,93
929,00	181,30
930,00	181,93
931,00	175,59
932,00	179,55
933,00	182,98
934,00	184,55
935,00	178,48
936,00	178,97
937,00	179,16
938,00	179,66
939,00	177,49
940,00	182,57
941,00	186,73
942,00	181,75
943,00	179,21
944,00	176,82
945,00	178,94
946,00	177,56
947,00	171,94
948,00	173,53
949,00	173,74
950,00	177,58
951,00	174,20
952,00	176,02
953,00	176,55
954,00	178,63
955,00	181,70
956,00	178,21
957,00	181,63
958,00	183,36
959,00	177,10
960,00	177,81
961,00	182,18
962,00	171,44
963,00	177,12
964,00	170,39
965,00	175,10
966,00	178,88
967,00	185,01
968,00	181,27
969,00	180,33
970,00	186,41
971,00	176,97
972,00	177,64
973,00	181,98
974,00	176,98
975,00	180,18
976,00	176,05
977,00	181,23
978,00	177,43
979,00	178,64
980,00	179,25
981,00	176,83
982,00	179,20
983,00	183,14
984,00	185,99
985,00	182,98
986,00	186,69
987,00	177,33
988,00	176,42
989,00	177,49
990,00	178,00
991,00	183,20
992,00	177,21
993,00	184,12
994,00	182,63
995,00	181,48
996,00	179,47
997,00	176,15
998,00	175,65
999,00	177,47
1000,00	179,59
>>>>>End Processed Spectral Data<<<<<
